family,family_label,instance_id,restricted,topology,synthesis,seed,true_cells,false_cells,unknown_cells,true_present
pair_star_isolated,constructed,pair_star_isolated_021,False,grid12,reuse,2718,2934,17989,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,grid12,reuse,31415,54,20869,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,grid12,reuse,57721,2940,17983,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,grid12,reuse,65537,1788,19135,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,line12,canonical,1729,228,20695,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,line12,canonical,2718,230,20693,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,line12,canonical,31415,303,20620,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,line12,canonical,57721,264,20659,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,line12,canonical,65537,229,20694,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,line12,reuse,1729,36,20887,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,line12,reuse,2718,36,20887,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,line12,reuse,31415,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_021,False,line12,reuse,57721,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_021,False,line12,reuse,65537,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_021,False,ring12,canonical,1729,88,20835,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,ring12,canonical,2718,90,20833,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,ring12,canonical,31415,88,20835,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,ring12,canonical,57721,90,20833,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,ring12,canonical,65537,52,20871,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,ring12,reuse,1729,24,20899,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,ring12,reuse,2718,24,20899,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,ring12,reuse,31415,18,20905,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,ring12,reuse,57721,18,20905,0,True
pair_star_isolated,constructed,pair_star_isolated_021,False,ring12,reuse,65537,18,20905,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,grid12,canonical,1729,568,20355,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,grid12,canonical,2718,294,20629,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,grid12,canonical,31415,1320,19603,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,grid12,canonical,57721,594,20329,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,grid12,canonical,65537,252,20671,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,grid12,reuse,1729,248,20675,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,grid12,reuse,2718,224,20699,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,grid12,reuse,31415,52,20871,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,grid12,reuse,57721,1668,19255,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,grid12,reuse,65537,48,20875,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,line12,canonical,1729,508,20415,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,line12,canonical,2718,409,20514,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,line12,canonical,31415,488,20435,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,line12,canonical,57721,452,20471,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,line12,canonical,65537,496,20427,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,line12,reuse,1729,510,20413,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,line12,reuse,2718,580,20343,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,line12,reuse,31415,521,20402,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,line12,reuse,57721,506,20417,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,line12,reuse,65537,558,20365,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,ring12,canonical,1729,136,20787,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,ring12,canonical,2718,93,20830,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,ring12,canonical,31415,241,20682,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,ring12,canonical,57721,73,20850,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,ring12,canonical,65537,93,20830,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,ring12,reuse,1729,84,20839,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,ring12,reuse,2718,240,20683,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,ring12,reuse,31415,90,20833,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,ring12,reuse,57721,84,20839,0,True
pair_star_isolated,constructed,pair_star_isolated_022,False,ring12,reuse,65537,90,20833,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,grid12,canonical,1729,931,19992,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,grid12,canonical,2718,1040,19883,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,grid12,canonical,31415,930,19993,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,grid12,canonical,57721,899,20024,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,grid12,canonical,65537,973,19950,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,grid12,reuse,1729,528,20395,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,grid12,reuse,2718,528,20395,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,grid12,reuse,31415,486,20437,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,grid12,reuse,57721,522,20401,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,grid12,reuse,65537,486,20437,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,line12,canonical,1729,534,20389,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,line12,canonical,2718,493,20430,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,line12,canonical,31415,489,20434,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,line12,canonical,57721,498,20425,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,line12,canonical,65537,908,20015,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,line12,reuse,1729,45,20878,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,line12,reuse,2718,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_023,False,line12,reuse,31415,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_023,False,line12,reuse,57721,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_023,False,line12,reuse,65537,405,20518,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,ring12,canonical,1729,69,20854,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,ring12,canonical,2718,68,20855,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,ring12,canonical,31415,37,20886,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,ring12,canonical,57721,38,20885,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,ring12,canonical,65537,37,20886,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,ring12,reuse,1729,90,20833,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,ring12,reuse,2718,90,20833,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,ring12,reuse,31415,80,20843,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,ring12,reuse,57721,92,20831,0,True
pair_star_isolated,constructed,pair_star_isolated_023,False,ring12,reuse,65537,80,20843,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,grid12,canonical,1729,36,20887,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,grid12,canonical,2718,942,19981,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,grid12,canonical,31415,138,20785,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,grid12,canonical,57721,150,20773,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,grid12,canonical,65537,126,20797,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,grid12,reuse,1729,562,20361,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,grid12,reuse,2718,344,20579,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,grid12,reuse,31415,532,20391,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,grid12,reuse,57721,508,20415,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,grid12,reuse,65537,524,20399,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,line12,canonical,1729,636,20287,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,line12,canonical,2718,451,20472,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,line12,canonical,31415,482,20441,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,line12,canonical,57721,418,20505,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,line12,canonical,65537,416,20507,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,line12,reuse,1729,972,19951,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,line12,reuse,2718,766,20157,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,line12,reuse,31415,825,20098,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,line12,reuse,57721,825,20098,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,line12,reuse,65537,852,20071,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,ring12,canonical,1729,80,20843,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,ring12,canonical,2718,80,20843,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,ring12,canonical,31415,80,20843,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,ring12,canonical,57721,80,20843,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,ring12,canonical,65537,74,20849,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,ring12,reuse,1729,18,20905,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,ring12,reuse,2718,18,20905,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,ring12,reuse,31415,18,20905,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,ring12,reuse,57721,18,20905,0,True
pair_star_isolated,constructed,pair_star_isolated_024,False,ring12,reuse,65537,18,20905,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,grid12,canonical,1729,502,20421,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,grid12,canonical,2718,476,20447,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,grid12,canonical,31415,464,20459,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,grid12,canonical,57721,433,20490,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,grid12,canonical,65537,420,20503,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,grid12,reuse,1729,442,20481,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,grid12,reuse,2718,540,20383,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,grid12,reuse,31415,508,20415,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,grid12,reuse,57721,570,20353,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,grid12,reuse,65537,554,20369,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,line12,canonical,1729,755,20168,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,line12,canonical,2718,749,20174,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,line12,canonical,31415,718,20205,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,line12,canonical,57721,788,20135,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,line12,canonical,65537,769,20154,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,line12,reuse,1729,200,20723,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,line12,reuse,2718,180,20743,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,line12,reuse,31415,255,20668,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,line12,reuse,57721,230,20693,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,line12,reuse,65537,200,20723,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,ring12,canonical,1729,254,20669,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,ring12,canonical,2718,254,20669,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,ring12,canonical,31415,242,20681,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,ring12,canonical,57721,254,20669,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,ring12,canonical,65537,242,20681,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,ring12,reuse,1729,68,20855,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,ring12,reuse,2718,63,20860,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,ring12,reuse,31415,50,20873,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,ring12,reuse,57721,68,20855,0,True
pair_star_isolated,constructed,pair_star_isolated_025,True,ring12,reuse,65537,51,20872,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,grid12,canonical,1729,645,20278,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,grid12,canonical,2718,588,20335,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,grid12,canonical,31415,717,20206,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,grid12,canonical,57721,717,20206,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,grid12,canonical,65537,705,20218,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,grid12,reuse,1729,504,20419,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,grid12,reuse,2718,567,20356,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,grid12,reuse,31415,504,20419,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,grid12,reuse,57721,522,20401,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,grid12,reuse,65537,567,20356,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,line12,canonical,1729,577,20346,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,line12,canonical,2718,843,20080,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,line12,canonical,31415,592,20331,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,line12,canonical,57721,807,20116,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,line12,canonical,65537,591,20332,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,line12,reuse,1729,819,20104,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,line12,reuse,2718,864,20059,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,line12,reuse,31415,738,20185,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,line12,reuse,57721,792,20131,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,line12,reuse,65537,837,20086,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,ring12,canonical,1729,118,20805,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,ring12,canonical,2718,150,20773,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,ring12,canonical,31415,114,20809,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,ring12,canonical,57721,130,20793,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,ring12,canonical,65537,149,20774,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,ring12,reuse,1729,110,20813,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,ring12,reuse,2718,120,20803,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,ring12,reuse,31415,110,20813,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,ring12,reuse,57721,98,20825,0,True
pair_star_isolated,constructed,pair_star_isolated_026,False,ring12,reuse,65537,138,20785,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,grid12,canonical,1729,510,20413,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,grid12,canonical,2718,78,20845,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,grid12,canonical,31415,465,20458,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,grid12,canonical,57721,192,20731,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,grid12,canonical,65537,78,20845,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,grid12,reuse,1729,210,20713,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,grid12,reuse,2718,1770,19153,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,grid12,reuse,31415,1722,19201,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,grid12,reuse,57721,1746,19177,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,grid12,reuse,65537,138,20785,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,line12,canonical,1729,320,20603,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,line12,canonical,2718,438,20485,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,line12,canonical,31415,416,20507,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,line12,canonical,57721,408,20515,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,line12,canonical,65537,446,20477,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,line12,reuse,1729,144,20779,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,line12,reuse,2718,225,20698,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,line12,reuse,31415,150,20773,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,line12,reuse,57721,150,20773,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,line12,reuse,65537,75,20848,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,ring12,canonical,1729,102,20821,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,ring12,canonical,2718,182,20741,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,ring12,canonical,31415,113,20810,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,ring12,canonical,57721,176,20747,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,ring12,canonical,65537,182,20741,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,ring12,reuse,1729,144,20779,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,ring12,reuse,2718,210,20713,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,ring12,reuse,31415,188,20735,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,ring12,reuse,57721,188,20735,0,True
pair_star_isolated,constructed,pair_star_isolated_027,True,ring12,reuse,65537,151,20772,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,grid12,canonical,1729,150,20773,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,grid12,canonical,2718,633,20290,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,grid12,canonical,31415,198,20725,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,grid12,canonical,57721,120,20803,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,grid12,canonical,65537,682,20241,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,grid12,reuse,1729,36,20887,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,grid12,reuse,2718,66,20857,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,grid12,reuse,31415,54,20869,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,grid12,reuse,57721,48,20875,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,grid12,reuse,65537,48,20875,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,line12,canonical,1729,30,20893,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,line12,canonical,2718,30,20893,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,line12,canonical,31415,30,20893,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,line12,canonical,57721,72,20851,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,line12,canonical,65537,72,20851,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,line12,reuse,1729,60,20863,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,line12,reuse,2718,60,20863,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,line12,reuse,31415,60,20863,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,line12,reuse,57721,60,20863,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,line12,reuse,65537,60,20863,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,ring12,canonical,1729,57,20866,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,ring12,canonical,2718,57,20866,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,ring12,canonical,31415,65,20858,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,ring12,canonical,57721,57,20866,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,ring12,canonical,65537,65,20858,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,ring12,reuse,1729,106,20817,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,ring12,reuse,2718,127,20796,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,ring12,reuse,31415,112,20811,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,ring12,reuse,57721,103,20820,0,True
pair_star_isolated,constructed,pair_star_isolated_028,False,ring12,reuse,65537,109,20814,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,grid12,canonical,1729,713,20210,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,grid12,canonical,2718,649,20274,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,grid12,canonical,31415,1508,19415,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,grid12,canonical,57721,653,20270,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,grid12,canonical,65537,2251,18672,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,grid12,reuse,1729,1272,19651,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,grid12,reuse,2718,144,20779,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,grid12,reuse,31415,978,19945,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,grid12,reuse,57721,162,20761,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,grid12,reuse,65537,132,20791,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,line12,canonical,1729,659,20264,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,line12,canonical,2718,661,20262,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,line12,canonical,31415,629,20294,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,line12,canonical,57721,660,20263,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,line12,canonical,65537,701,20222,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,line12,reuse,1729,483,20440,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,line12,reuse,2718,483,20440,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,line12,reuse,31415,479,20444,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,line12,reuse,57721,480,20443,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,line12,reuse,65537,472,20451,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,ring12,canonical,1729,37,20886,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,ring12,canonical,2718,71,20852,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,ring12,canonical,31415,43,20880,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,ring12,canonical,57721,38,20885,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,ring12,canonical,65537,37,20886,0,True
pair_star_isolated,constructed,pair_star_isolated_029,False,ring12,reuse,1729,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_029,False,ring12,reuse,2718,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_029,False,ring12,reuse,31415,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_029,False,ring12,reuse,57721,0,20923,0,False
pair_star_isolated,constructed,pair_star_isolated_029,False,ring12,reuse,65537,6,20917,0,True
