family,instance_id,topology,synthesis,seed,frontier_count,baseline_frontier_count,jaccard_vs_1729,complete
max3sat,max3sat_013,ring12,canonical,57721,8,8,0.7777777777777778,True
max3sat,max3sat_013,ring12,canonical,65537,8,8,0.7777777777777778,True
max3sat,max3sat_013,ring12,reuse,1729,2,2,1.0,True
max3sat,max3sat_013,ring12,reuse,2718,3,2,0.6666666666666666,True
max3sat,max3sat_013,ring12,reuse,31415,3,2,0.6666666666666666,True
max3sat,max3sat_013,ring12,reuse,57721,3,2,0.6666666666666666,True
max3sat,max3sat_013,ring12,reuse,65537,4,2,0.5,True
max3sat,max3sat_014,grid12,canonical,1729,4,4,1.0,True
max3sat,max3sat_014,grid12,canonical,2718,5,4,0.5,True
max3sat,max3sat_014,grid12,canonical,31415,3,4,0.4,True
max3sat,max3sat_014,grid12,canonical,57721,4,4,0.3333333333333333,True
max3sat,max3sat_014,grid12,canonical,65537,4,4,0.6,True
max3sat,max3sat_014,grid12,reuse,1729,2,2,1.0,True
max3sat,max3sat_014,grid12,reuse,2718,3,2,0.6666666666666666,True
max3sat,max3sat_014,grid12,reuse,31415,2,2,1.0,True
max3sat,max3sat_014,grid12,reuse,57721,2,2,1.0,True
max3sat,max3sat_014,grid12,reuse,65537,2,2,1.0,True
max3sat,max3sat_014,line12,canonical,1729,3,3,1.0,True
max3sat,max3sat_014,line12,canonical,2718,3,3,1.0,True
max3sat,max3sat_014,line12,canonical,31415,3,3,1.0,True
max3sat,max3sat_014,line12,canonical,57721,3,3,1.0,True
max3sat,max3sat_014,line12,canonical,65537,3,3,0.5,True
max3sat,max3sat_014,line12,reuse,1729,1,1,1.0,True
max3sat,max3sat_014,line12,reuse,2718,1,1,1.0,True
max3sat,max3sat_014,line12,reuse,31415,2,1,0.5,True
max3sat,max3sat_014,line12,reuse,57721,2,1,0.5,True
max3sat,max3sat_014,line12,reuse,65537,1,1,1.0,True
max3sat,max3sat_014,ring12,canonical,1729,2,2,1.0,True
max3sat,max3sat_014,ring12,canonical,2718,2,2,1.0,True
max3sat,max3sat_014,ring12,canonical,31415,2,2,1.0,True
max3sat,max3sat_014,ring12,canonical,57721,2,2,1.0,True
max3sat,max3sat_014,ring12,canonical,65537,2,2,1.0,True
max3sat,max3sat_014,ring12,reuse,1729,1,1,1.0,True
max3sat,max3sat_014,ring12,reuse,2718,1,1,1.0,True
max3sat,max3sat_014,ring12,reuse,31415,1,1,1.0,True
max3sat,max3sat_014,ring12,reuse,57721,1,1,1.0,True
max3sat,max3sat_014,ring12,reuse,65537,1,1,1.0,True
max3sat,max3sat_015,grid12,canonical,1729,3,3,1.0,True
max3sat,max3sat_015,grid12,canonical,2718,1,3,0.3333333333333333,True
max3sat,max3sat_015,grid12,canonical,31415,4,3,0.75,True
max3sat,max3sat_015,grid12,canonical,57721,4,3,0.75,True
max3sat,max3sat_015,grid12,canonical,65537,2,3,0.6666666666666666,True
max3sat,max3sat_015,grid12,reuse,1729,1,1,1.0,True
max3sat,max3sat_015,grid12,reuse,2718,1,1,1.0,True
max3sat,max3sat_015,grid12,reuse,31415,1,1,1.0,True
max3sat,max3sat_015,grid12,reuse,57721,1,1,1.0,True
max3sat,max3sat_015,grid12,reuse,65537,1,1,1.0,True
max3sat,max3sat_015,line12,canonical,1729,1,1,1.0,True
max3sat,max3sat_015,line12,canonical,2718,1,1,1.0,True
max3sat,max3sat_015,line12,canonical,31415,1,1,1.0,True
max3sat,max3sat_015,line12,canonical,57721,1,1,1.0,True
max3sat,max3sat_015,line12,canonical,65537,1,1,1.0,True
max3sat,max3sat_015,line12,reuse,1729,2,2,1.0,True
max3sat,max3sat_015,line12,reuse,2718,1,2,0.5,True
max3sat,max3sat_015,line12,reuse,31415,2,2,1.0,True
max3sat,max3sat_015,line12,reuse,57721,2,2,1.0,True
max3sat,max3sat_015,line12,reuse,65537,2,2,1.0,True
max3sat,max3sat_015,ring12,canonical,1729,1,1,1.0,True
max3sat,max3sat_015,ring12,canonical,2718,1,1,1.0,True
max3sat,max3sat_015,ring12,canonical,31415,3,1,0.3333333333333333,True
max3sat,max3sat_015,ring12,canonical,57721,1,1,1.0,True
max3sat,max3sat_015,ring12,canonical,65537,3,1,0.3333333333333333,True
max3sat,max3sat_015,ring12,reuse,1729,2,2,1.0,True
max3sat,max3sat_015,ring12,reuse,2718,1,2,0.5,True
max3sat,max3sat_015,ring12,reuse,31415,2,2,1.0,True
max3sat,max3sat_015,ring12,reuse,57721,2,2,1.0,True
max3sat,max3sat_015,ring12,reuse,65537,2,2,1.0,True
max3sat,max3sat_016,grid12,canonical,1729,3,3,1.0,True
max3sat,max3sat_016,grid12,canonical,2718,5,3,0.3333333333333333,True
max3sat,max3sat_016,grid12,canonical,31415,3,3,0.5,True
max3sat,max3sat_016,grid12,canonical,57721,3,3,0.5,True
max3sat,max3sat_016,grid12,canonical,65537,3,3,0.5,True
max3sat,max3sat_016,grid12,reuse,1729,3,3,1.0,True
max3sat,max3sat_016,grid12,reuse,2718,2,3,0.6666666666666666,True
max3sat,max3sat_016,grid12,reuse,31415,2,3,0.6666666666666666,True
max3sat,max3sat_016,grid12,reuse,57721,2,3,0.6666666666666666,True
max3sat,max3sat_016,grid12,reuse,65537,3,3,0.5,True
max3sat,max3sat_016,line12,canonical,1729,2,2,1.0,True
max3sat,max3sat_016,line12,canonical,2718,3,2,0.6666666666666666,True
max3sat,max3sat_016,line12,canonical,31415,3,2,0.6666666666666666,True
max3sat,max3sat_016,line12,canonical,57721,3,2,0.6666666666666666,True
max3sat,max3sat_016,line12,canonical,65537,2,2,1.0,True
max3sat,max3sat_016,line12,reuse,1729,1,1,1.0,True
max3sat,max3sat_016,line12,reuse,2718,2,1,0.5,True
max3sat,max3sat_016,line12,reuse,31415,2,1,0.5,True
max3sat,max3sat_016,line12,reuse,57721,2,1,0.5,True
max3sat,max3sat_016,line12,reuse,65537,2,1,0.5,True
max3sat,max3sat_016,ring12,canonical,1729,3,3,1.0,True
max3sat,max3sat_016,ring12,canonical,2718,3,3,0.5,True
max3sat,max3sat_016,ring12,canonical,31415,3,3,0.5,True
max3sat,max3sat_016,ring12,canonical,57721,3,3,0.5,True
max3sat,max3sat_016,ring12,canonical,65537,2,3,0.6666666666666666,True
max3sat,max3sat_016,ring12,reuse,1729,2,2,1.0,True
max3sat,max3sat_016,ring12,reuse,2718,2,2,1.0,True
max3sat,max3sat_016,ring12,reuse,31415,2,2,1.0,True
max3sat,max3sat_016,ring12,reuse,57721,2,2,1.0,True
max3sat,max3sat_016,ring12,reuse,65537,2,2,1.0,True
max3sat,max3sat_017,grid12,canonical,1729,4,4,1.0,True
max3sat,max3sat_017,grid12,canonical,2718,3,4,0.75,True
max3sat,max3sat_017,grid12,canonical,31415,2,4,0.5,True
max3sat,max3sat_017,grid12,canonical,57721,1,4,0.25,True
max3sat,max3sat_017,grid12,canonical,65537,6,4,0.42857142857142855,True
max3sat,max3sat_017,grid12,reuse,1729,4,4,1.0,True
max3sat,max3sat_017,grid12,reuse,2718,2,4,0.5,True
max3sat,max3sat_017,grid12,reuse,31415,2,4,0.5,True
max3sat,max3sat_017,grid12,reuse,57721,2,4,0.5,True
max3sat,max3sat_017,grid12,reuse,65537,2,4,0.5,True
max3sat,max3sat_017,line12,canonical,1729,3,3,1.0,True
max3sat,max3sat_017,line12,canonical,2718,3,3,1.0,True
max3sat,max3sat_017,line12,canonical,31415,3,3,1.0,True
max3sat,max3sat_017,line12,canonical,57721,3,3,1.0,True
max3sat,max3sat_017,line12,canonical,65537,5,3,0.6,True
max3sat,max3sat_017,line12,reuse,1729,1,1,1.0,True
max3sat,max3sat_017,line12,reuse,2718,1,1,1.0,True
max3sat,max3sat_017,line12,reuse,31415,1,1,1.0,True
max3sat,max3sat_017,line12,reuse,57721,1,1,1.0,True
max3sat,max3sat_017,line12,reuse,65537,1,1,1.0,True
max3sat,max3sat_017,ring12,canonical,1729,7,7,1.0,True
max3sat,max3sat_017,ring12,canonical,2718,7,7,0.75,True
max3sat,max3sat_017,ring12,canonical,31415,4,7,0.375,True
max3sat,max3sat_017,ring12,canonical,57721,6,7,0.8571428571428571,True
max3sat,max3sat_017,ring12,canonical,65537,8,7,0.6666666666666666,True
max3sat,max3sat_017,ring12,reuse,1729,1,1,1.0,True
max3sat,max3sat_017,ring12,reuse,2718,1,1,1.0,True
max3sat,max3sat_017,ring12,reuse,31415,1,1,1.0,True
max3sat,max3sat_017,ring12,reuse,57721,1,1,1.0,True
max3sat,max3sat_017,ring12,reuse,65537,1,1,1.0,True
max3sat,max3sat_018,grid12,canonical,1729,2,2,1.0,True
max3sat,max3sat_018,grid12,canonical,2718,5,2,0.4,True
max3sat,max3sat_018,grid12,canonical,31415,6,2,0.3333333333333333,True
max3sat,max3sat_018,grid12,canonical,57721,5,2,0.4,True
max3sat,max3sat_018,grid12,canonical,65537,6,2,0.14285714285714285,True
max3sat,max3sat_018,grid12,reuse,1729,2,2,1.0,True
max3sat,max3sat_018,grid12,reuse,2718,2,2,1.0,True
max3sat,max3sat_018,grid12,reuse,31415,2,2,0.3333333333333333,True
max3sat,max3sat_018,grid12,reuse,57721,2,2,1.0,True
max3sat,max3sat_018,grid12,reuse,65537,2,2,0.3333333333333333,True
max3sat,max3sat_018,line12,canonical,1729,2,2,1.0,True
max3sat,max3sat_018,line12,canonical,2718,6,2,0.3333333333333333,True
max3sat,max3sat_018,line12,canonical,31415,4,2,0.2,True
max3sat,max3sat_018,line12,canonical,57721,4,2,0.5,True
max3sat,max3sat_018,line12,canonical,65537,5,2,0.4,True
max3sat,max3sat_018,line12,reuse,1729,3,3,1.0,True
max3sat,max3sat_018,line12,reuse,2718,3,3,1.0,True
max3sat,max3sat_018,line12,reuse,31415,3,3,1.0,True
max3sat,max3sat_018,line12,reuse,57721,3,3,1.0,True
max3sat,max3sat_018,line12,reuse,65537,3,3,1.0,True
max3sat,max3sat_018,ring12,canonical,1729,3,3,1.0,True
max3sat,max3sat_018,ring12,canonical,2718,6,3,0.2857142857142857,True
max3sat,max3sat_018,ring12,canonical,31415,3,3,0.5,True
max3sat,max3sat_018,ring12,canonical,57721,6,3,0.2857142857142857,True
max3sat,max3sat_018,ring12,canonical,65537,3,3,0.2,True
max3sat,max3sat_018,ring12,reuse,1729,3,3,1.0,True
max3sat,max3sat_018,ring12,reuse,2718,3,3,1.0,True
max3sat,max3sat_018,ring12,reuse,31415,4,3,0.75,True
max3sat,max3sat_018,ring12,reuse,57721,3,3,1.0,True
max3sat,max3sat_018,ring12,reuse,65537,3,3,1.0,True
max3sat,max3sat_019,grid12,canonical,1729,4,4,1.0,True
max3sat,max3sat_019,grid12,canonical,2718,5,4,0.5,True
max3sat,max3sat_019,grid12,canonical,31415,7,4,0.2222222222222222,True
max3sat,max3sat_019,grid12,canonical,57721,4,4,0.6,True
max3sat,max3sat_019,grid12,canonical,65537,2,4,0.5,True
max3sat,max3sat_019,grid12,reuse,1729,2,2,1.0,True
max3sat,max3sat_019,grid12,reuse,2718,3,2,0.25,True
max3sat,max3sat_019,grid12,reuse,31415,4,2,0.2,True
max3sat,max3sat_019,grid12,reuse,57721,4,2,0.5,True
max3sat,max3sat_019,grid12,reuse,65537,4,2,0.2,True
max3sat,max3sat_019,line12,canonical,1729,3,3,1.0,True
max3sat,max3sat_019,line12,canonical,2718,4,3,0.75,True
max3sat,max3sat_019,line12,canonical,31415,4,3,0.75,True
max3sat,max3sat_019,line12,canonical,57721,4,3,0.4,True
max3sat,max3sat_019,line12,canonical,65537,4,3,0.75,True
max3sat,max3sat_019,line12,reuse,1729,5,5,1.0,True
max3sat,max3sat_019,line12,reuse,2718,5,5,1.0,True
max3sat,max3sat_019,line12,reuse,31415,5,5,1.0,True
max3sat,max3sat_019,line12,reuse,57721,5,5,1.0,True
max3sat,max3sat_019,line12,reuse,65537,5,5,1.0,True
max3sat,max3sat_019,ring12,canonical,1729,5,5,1.0,True
max3sat,max3sat_019,ring12,canonical,2718,7,5,0.2,True
max3sat,max3sat_019,ring12,canonical,31415,8,5,0.625,True
max3sat,max3sat_019,ring12,canonical,57721,6,5,0.2222222222222222,True
max3sat,max3sat_019,ring12,canonical,65537,7,5,0.5,True
max3sat,max3sat_019,ring12,reuse,1729,4,4,1.0,True
max3sat,max3sat_019,ring12,reuse,2718,5,4,0.8,True
max3sat,max3sat_019,ring12,reuse,31415,4,4,1.0,True
max3sat,max3sat_019,ring12,reuse,57721,4,4,1.0,True
max3sat,max3sat_019,ring12,reuse,65537,5,4,0.8,True
max3sat,max3sat_020,grid12,canonical,1729,5,5,1.0,True
max3sat,max3sat_020,grid12,canonical,2718,2,5,0.4,True
max3sat,max3sat_020,grid12,canonical,31415,3,5,0.6,True
max3sat,max3sat_020,grid12,canonical,57721,4,5,0.5,True
max3sat,max3sat_020,grid12,canonical,65537,4,5,0.5,True
max3sat,max3sat_020,grid12,reuse,1729,2,2,1.0,True
max3sat,max3sat_020,grid12,reuse,2718,2,2,1.0,True
max3sat,max3sat_020,grid12,reuse,31415,3,2,0.6666666666666666,True
max3sat,max3sat_020,grid12,reuse,57721,2,2,1.0,True
max3sat,max3sat_020,grid12,reuse,65537,2,2,1.0,True
max3sat,max3sat_020,line12,canonical,1729,2,2,1.0,True
max3sat,max3sat_020,line12,canonical,2718,2,2,1.0,True
max3sat,max3sat_020,line12,canonical,31415,2,2,0.3333333333333333,True
max3sat,max3sat_020,line12,canonical,57721,2,2,1.0,True
max3sat,max3sat_020,line12,canonical,65537,2,2,0.3333333333333333,True
max3sat,max3sat_020,line12,reuse,1729,2,2,1.0,True
max3sat,max3sat_020,line12,reuse,2718,2,2,0.3333333333333333,True
max3sat,max3sat_020,line12,reuse,31415,1,2,0.5,True
max3sat,max3sat_020,line12,reuse,57721,2,2,1.0,True
max3sat,max3sat_020,line12,reuse,65537,2,2,0.3333333333333333,True
max3sat,max3sat_020,ring12,canonical,1729,3,3,1.0,True
max3sat,max3sat_020,ring12,canonical,2718,4,3,0.16666666666666666,True
max3sat,max3sat_020,ring12,canonical,31415,4,3,0.4,True
max3sat,max3sat_020,ring12,canonical,57721,3,3,0.5,True
max3sat,max3sat_020,ring12,canonical,65537,5,3,0.3333333333333333,True
max3sat,max3sat_020,ring12,reuse,1729,2,2,1.0,True
max3sat,max3sat_020,ring12,reuse,2718,2,2,0.3333333333333333,True
max3sat,max3sat_020,ring12,reuse,31415,1,2,0.5,True
max3sat,max3sat_020,ring12,reuse,57721,2,2,1.0,True
max3sat,max3sat_020,ring12,reuse,65537,2,2,0.3333333333333333,True
max3sat,max3sat_021,grid12,canonical,1729,5,5,1.0,True
max3sat,max3sat_021,grid12,canonical,2718,4,5,0.8,True
max3sat,max3sat_021,grid12,canonical,31415,5,5,0.6666666666666666,True
max3sat,max3sat_021,grid12,canonical,57721,4,5,0.8,True
max3sat,max3sat_021,grid12,canonical,65537,4,5,0.8,True
max3sat,max3sat_021,grid12,reuse,1729,2,2,1.0,True
max3sat,max3sat_021,grid12,reuse,2718,2,2,1.0,True
max3sat,max3sat_021,grid12,reuse,31415,3,2,0.6666666666666666,True
max3sat,max3sat_021,grid12,reuse,57721,3,2,0.6666666666666666,True
max3sat,max3sat_021,grid12,reuse,65537,2,2,1.0,True
max3sat,max3sat_021,line12,canonical,1729,2,2,1.0,True
max3sat,max3sat_021,line12,canonical,2718,2,2,1.0,True
max3sat,max3sat_021,line12,canonical,31415,2,2,1.0,True
max3sat,max3sat_021,line12,canonical,57721,2,2,1.0,True
max3sat,max3sat_021,line12,canonical,65537,2,2,1.0,True
max3sat,max3sat_021,line12,reuse,1729,2,2,1.0,True
max3sat,max3sat_021,line12,reuse,2718,2,2,1.0,True
max3sat,max3sat_021,line12,reuse,31415,2,2,1.0,True
max3sat,max3sat_021,line12,reuse,57721,2,2,1.0,True
max3sat,max3sat_021,line12,reuse,65537,2,2,1.0,True
max3sat,max3sat_021,ring12,canonical,1729,2,2,1.0,True
max3sat,max3sat_021,ring12,canonical,2718,2,2,1.0,True
max3sat,max3sat_021,ring12,canonical,31415,2,2,1.0,True
max3sat,max3sat_021,ring12,canonical,57721,2,2,1.0,True
max3sat,max3sat_021,ring12,canonical,65537,2,2,1.0,True
max3sat,max3sat_021,ring12,reuse,1729,2,2,1.0,True
max3sat,max3sat_021,ring12,reuse,2718,2,2,1.0,True
max3sat,max3sat_021,ring12,reuse,31415,2,2,1.0,True
max3sat,max3sat_021,ring12,reuse,57721,2,2,1.0,True
max3sat,max3sat_021,ring12,reuse,65537,2,2,1.0,True
max3sat,max3sat_022,grid12,canonical,1729,6,6,1.0,True
max3sat,max3sat_022,grid12,canonical,2718,6,6,1.0,True
max3sat,max3sat_022,grid12,canonical,31415,8,6,0.5555555555555556,True
max3sat,max3sat_022,grid12,canonical,57721,6,6,1.0,True
max3sat,max3sat_022,grid12,canonical,65537,5,6,0.5714285714285714,True
max3sat,max3sat_022,grid12,reuse,1729,2,2,1.0,True
max3sat,max3sat_022,grid12,reuse,2718,2,2,1.0,True
max3sat,max3sat_022,grid12,reuse,31415,2,2,1.0,True
max3sat,max3sat_022,grid12,reuse,57721,2,2,1.0,True
max3sat,max3sat_022,grid12,reuse,65537,2,2,1.0,True
max3sat,max3sat_022,line12,canonical,1729,7,7,1.0,True
max3sat,max3sat_022,line12,canonical,2718,10,7,0.4166666666666667,True
max3sat,max3sat_022,line12,canonical,31415,9,7,0.3333333333333333,True
max3sat,max3sat_022,line12,canonical,57721,8,7,0.36363636363636365,True
max3sat,max3sat_022,line12,canonical,65537,9,7,0.3333333333333333,True
max3sat,max3sat_022,line12,reuse,1729,1,1,1.0,True
max3sat,max3sat_022,line12,reuse,2718,1,1,1.0,True
max3sat,max3sat_022,line12,reuse,31415,1,1,1.0,True
max3sat,max3sat_022,line12,reuse,57721,1,1,1.0,True
max3sat,max3sat_022,line12,reuse,65537,1,1,1.0,True
max3sat,max3sat_022,ring12,canonical,1729,6,6,1.0,True
max3sat,max3sat_022,ring12,canonical,2718,11,6,0.4166666666666667,True
max3sat,max3sat_022,ring12,canonical,31415,8,6,0.4,True
max3sat,max3sat_022,ring12,canonical,57721,7,6,0.4444444444444444,True
max3sat,max3sat_022,ring12,canonical,65537,10,6,0.45454545454545453,True
max3sat,max3sat_022,ring12,reuse,1729,1,1,1.0,True
max3sat,max3sat_022,ring12,reuse,2718,1,1,1.0,True
max3sat,max3sat_022,ring12,reuse,31415,1,1,1.0,True
max3sat,max3sat_022,ring12,reuse,57721,1,1,1.0,True
max3sat,max3sat_022,ring12,reuse,65537,1,1,1.0,True
max3sat,max3sat_023,grid12,canonical,1729,4,4,1.0,True
max3sat,max3sat_023,grid12,canonical,2718,3,4,0.75,True
max3sat,max3sat_023,grid12,canonical,31415,3,4,0.75,True
max3sat,max3sat_023,grid12,canonical,57721,2,4,0.5,True
max3sat,max3sat_023,grid12,canonical,65537,2,4,0.5,True
max3sat,max3sat_023,grid12,reuse,1729,3,3,1.0,True
max3sat,max3sat_023,grid12,reuse,2718,4,3,0.75,True
max3sat,max3sat_023,grid12,reuse,31415,4,3,0.75,True
max3sat,max3sat_023,grid12,reuse,57721,3,3,1.0,True
max3sat,max3sat_023,grid12,reuse,65537,3,3,1.0,True
max3sat,max3sat_023,line12,canonical,1729,4,4,1.0,True
max3sat,max3sat_023,line12,canonical,2718,4,4,0.3333333333333333,True
max3sat,max3sat_023,line12,canonical,31415,4,4,0.14285714285714285,True
max3sat,max3sat_023,line12,canonical,57721,3,4,0.16666666666666666,True
max3sat,max3sat_023,line12,canonical,65537,5,4,0.2857142857142857,True
max3sat,max3sat_023,line12,reuse,1729,3,3,1.0,True
max3sat,max3sat_023,line12,reuse,2718,3,3,1.0,True
max3sat,max3sat_023,line12,reuse,31415,3,3,1.0,True
max3sat,max3sat_023,line12,reuse,57721,3,3,1.0,True
max3sat,max3sat_023,line12,reuse,65537,3,3,1.0,True
max3sat,max3sat_023,ring12,canonical,1729,4,4,1.0,True
max3sat,max3sat_023,ring12,canonical,2718,5,4,0.2857142857142857,True
max3sat,max3sat_023,ring12,canonical,31415,5,4,0.2857142857142857,True
max3sat,max3sat_023,ring12,canonical,57721,4,4,0.14285714285714285,True
max3sat,max3sat_023,ring12,canonical,65537,6,4,0.25,True
max3sat,max3sat_023,ring12,reuse,1729,3,3,1.0,True
max3sat,max3sat_023,ring12,reuse,2718,3,3,1.0,True
max3sat,max3sat_023,ring12,reuse,31415,3,3,1.0,True
max3sat,max3sat_023,ring12,reuse,57721,3,3,1.0,True
max3sat,max3sat_023,ring12,reuse,65537,3,3,1.0,True
max3sat,max3sat_024,grid12,canonical,1729,4,4,1.0,True
max3sat,max3sat_024,grid12,canonical,2718,5,4,0.8,True
max3sat,max3sat_024,grid12,canonical,31415,4,4,0.6,True
max3sat,max3sat_024,grid12,canonical,57721,5,4,0.8,True
max3sat,max3sat_024,grid12,canonical,65537,4,4,1.0,True
max3sat,max3sat_024,grid12,reuse,1729,1,1,1.0,True
max3sat,max3sat_024,grid12,reuse,2718,1,1,1.0,True
max3sat,max3sat_024,grid12,reuse,31415,1,1,1.0,True
max3sat,max3sat_024,grid12,reuse,57721,1,1,1.0,True
max3sat,max3sat_024,grid12,reuse,65537,1,1,1.0,True
max3sat,max3sat_024,line12,canonical,1729,3,3,1.0,True
max3sat,max3sat_024,line12,canonical,2718,4,3,0.75,True
max3sat,max3sat_024,line12,canonical,31415,4,3,0.75,True
max3sat,max3sat_024,line12,canonical,57721,5,3,0.6,True
max3sat,max3sat_024,line12,canonical,65537,4,3,0.4,True
max3sat,max3sat_024,line12,reuse,1729,2,2,1.0,True
max3sat,max3sat_024,line12,reuse,2718,2,2,1.0,True
max3sat,max3sat_024,line12,reuse,31415,2,2,1.0,True
max3sat,max3sat_024,line12,reuse,57721,2,2,1.0,True
max3sat,max3sat_024,line12,reuse,65537,2,2,1.0,True
max3sat,max3sat_024,ring12,canonical,1729,4,4,1.0,True
max3sat,max3sat_024,ring12,canonical,2718,3,4,0.75,True
max3sat,max3sat_024,ring12,canonical,31415,3,4,0.75,True
max3sat,max3sat_024,ring12,canonical,57721,3,4,0.75,True
max3sat,max3sat_024,ring12,canonical,65537,4,4,0.6,True
max3sat,max3sat_024,ring12,reuse,1729,2,2,1.0,True
max3sat,max3sat_024,ring12,reuse,2718,2,2,1.0,True
max3sat,max3sat_024,ring12,reuse,31415,2,2,1.0,True
max3sat,max3sat_024,ring12,reuse,57721,2,2,1.0,True
max3sat,max3sat_024,ring12,reuse,65537,2,2,1.0,True
max3sat,max3sat_025,grid12,canonical,1729,5,5,1.0,True
max3sat,max3sat_025,grid12,canonical,2718,3,5,0.6,True
max3sat,max3sat_025,grid12,canonical,31415,5,5,0.42857142857142855,True
max3sat,max3sat_025,grid12,canonical,57721,3,5,0.3333333333333333,True
max3sat,max3sat_025,grid12,canonical,65537,4,5,0.8,True
max3sat,max3sat_025,grid12,reuse,1729,1,1,1.0,True
max3sat,max3sat_025,grid12,reuse,2718,1,1,1.0,True
max3sat,max3sat_025,grid12,reuse,31415,1,1,1.0,True
max3sat,max3sat_025,grid12,reuse,57721,1,1,1.0,True
max3sat,max3sat_025,grid12,reuse,65537,1,1,1.0,True
max3sat,max3sat_025,line12,canonical,1729,4,4,1.0,True
max3sat,max3sat_025,line12,canonical,2718,4,4,1.0,True
max3sat,max3sat_025,line12,canonical,31415,5,4,0.8,True
max3sat,max3sat_025,line12,canonical,57721,4,4,1.0,True
max3sat,max3sat_025,line12,canonical,65537,4,4,1.0,True
max3sat,max3sat_025,line12,reuse,1729,1,1,1.0,True
max3sat,max3sat_025,line12,reuse,2718,1,1,1.0,True
max3sat,max3sat_025,line12,reuse,31415,1,1,1.0,True
max3sat,max3sat_025,line12,reuse,57721,1,1,1.0,True
max3sat,max3sat_025,line12,reuse,65537,1,1,1.0,True
max3sat,max3sat_025,ring12,canonical,1729,6,6,1.0,True
max3sat,max3sat_025,ring12,canonical,2718,4,6,0.6666666666666666,True
max3sat,max3sat_025,ring12,canonical,31415,6,6,0.5,True
max3sat,max3sat_025,ring12,canonical,57721,6,6,0.5,True
max3sat,max3sat_025,ring12,canonical,65537,6,6,0.7142857142857143,True
max3sat,max3sat_025,ring12,reuse,1729,1,1,1.0,True
max3sat,max3sat_025,ring12,reuse,2718,1,1,1.0,True
max3sat,max3sat_025,ring12,reuse,31415,1,1,1.0,True
max3sat,max3sat_025,ring12,reuse,57721,1,1,1.0,True
max3sat,max3sat_025,ring12,reuse,65537,1,1,1.0,True
max3sat,max3sat_026,grid12,canonical,1729,8,8,1.0,True
max3sat,max3sat_026,grid12,canonical,2718,7,8,0.6666666666666666,True
max3sat,max3sat_026,grid12,canonical,31415,6,8,0.75,True
max3sat,max3sat_026,grid12,canonical,57721,5,8,0.4444444444444444,True
max3sat,max3sat_026,grid12,canonical,65537,6,8,0.75,True
max3sat,max3sat_026,grid12,reuse,1729,3,3,1.0,True
max3sat,max3sat_026,grid12,reuse,2718,2,3,0.6666666666666666,True
max3sat,max3sat_026,grid12,reuse,31415,2,3,0.6666666666666666,True
max3sat,max3sat_026,grid12,reuse,57721,3,3,1.0,True
max3sat,max3sat_026,grid12,reuse,65537,3,3,0.5,True
max3sat,max3sat_026,line12,canonical,1729,4,4,1.0,True
max3sat,max3sat_026,line12,canonical,2718,5,4,0.125,True
max3sat,max3sat_026,line12,canonical,31415,3,4,0.4,True
max3sat,max3sat_026,line12,canonical,57721,3,4,0.4,True
max3sat,max3sat_026,line12,canonical,65537,4,4,0.3333333333333333,True
max3sat,max3sat_026,line12,reuse,1729,1,1,1.0,True
max3sat,max3sat_026,line12,reuse,2718,1,1,1.0,True
max3sat,max3sat_026,line12,reuse,31415,2,1,0.5,True
max3sat,max3sat_026,line12,reuse,57721,2,1,0.5,True
max3sat,max3sat_026,line12,reuse,65537,2,1,0.5,True
max3sat,max3sat_026,ring12,canonical,1729,12,12,1.0,True
max3sat,max3sat_026,ring12,canonical,2718,6,12,0.125,True
max3sat,max3sat_026,ring12,canonical,31415,5,12,0.21428571428571427,True
max3sat,max3sat_026,ring12,canonical,57721,8,12,0.3333333333333333,True
max3sat,max3sat_026,ring12,canonical,65537,8,12,0.3333333333333333,True
max3sat,max3sat_026,ring12,reuse,1729,1,1,1.0,True
max3sat,max3sat_026,ring12,reuse,2718,1,1,1.0,True
max3sat,max3sat_026,ring12,reuse,31415,2,1,0.5,True
max3sat,max3sat_026,ring12,reuse,57721,2,1,0.5,True
max3sat,max3sat_026,ring12,reuse,65537,2,1,0.5,True
max3sat,max3sat_027,grid12,canonical,1729,8,8,1.0,True
max3sat,max3sat_027,grid12,canonical,2718,6,8,0.4,True
max3sat,max3sat_027,grid12,canonical,31415,8,8,0.45454545454545453,True
max3sat,max3sat_027,grid12,canonical,57721,9,8,0.5454545454545454,True
max3sat,max3sat_027,grid12,canonical,65537,7,8,0.36363636363636365,True
max3sat,max3sat_027,grid12,reuse,1729,3,3,1.0,True
max3sat,max3sat_027,grid12,reuse,2718,2,3,0.6666666666666666,True
max3sat,max3sat_027,grid12,reuse,31415,4,3,0.75,True
max3sat,max3sat_027,grid12,reuse,57721,5,3,0.6,True
max3sat,max3sat_027,grid12,reuse,65537,4,3,0.4,True
max3sat,max3sat_027,line12,canonical,1729,3,3,1.0,True
max3sat,max3sat_027,line12,canonical,2718,3,3,1.0,True
max3sat,max3sat_027,line12,canonical,31415,3,3,1.0,True
max3sat,max3sat_027,line12,canonical,57721,3,3,1.0,True
max3sat,max3sat_027,line12,canonical,65537,4,3,0.75,True
max3sat,max3sat_027,line12,reuse,1729,1,1,1.0,True
max3sat,max3sat_027,line12,reuse,2718,1,1,1.0,True
max3sat,max3sat_027,line12,reuse,31415,1,1,1.0,True
