ci95_high,ci95_low,df,dz,family,favorable_direction,losses,mean,metric,n_instances,noise_level,representation,sd,ties,wins
0.0017163343339961544,-0.000146600537699846,8,0.6476899578233015,max3sat,higher,0,0.0007848668981481542,optimum_hit_rate,9,realistic_high,matched_random_selective,0.0012117941442011308,9,0
13.517075062722308,5.518442877092509,8,1.8293120651232013,max3sat,lower,9,9.517758969907408,encoded_energy_mean,9,realistic_high,matched_random_selective,5.202917069956788,0,0
0.832374360080261,0.7099578158456649,8,9.684487222924691,max3sat,lower,9,0.7711660879629629,auxiliary_inconsistency_rate,9,realistic_high,matched_random_selective,0.0796290056676922,0,0
0.2135930009831809,-0.22046872436281056,8,-0.01217603059665267,max3sat,lower,4,-0.0034378616898148215,original_objective_mean,9,realistic_low,matched_random_selective,0.2823466697562282,1,4
0.002353193451146227,-0.016506115904849916,8,-0.5768450492610088,max3sat,higher,2,-0.007076461226851845,optimum_hit_rate,9,realistic_low,matched_random_selective,0.012267525284159825,7,0
13.597534716814746,5.213684901240807,8,1.7246949465025385,max3sat,lower,9,9.405609809027776,encoded_energy_mean,9,realistic_low,matched_random_selective,5.453491835237967,0,0
0.82378931401457,0.6952138688558003,8,9.081121248208117,max3sat,lower,9,0.7595015914351851,auxiliary_inconsistency_rate,9,realistic_low,matched_random_selective,0.08363522198154216,0,0
1.3577229623819105,0.13967287095142278,8,0.9449531969162622,max3sat,lower,6,0.7486979166666666,original_objective_mean,9,noiseless,selective,0.7923121685919997,0,3
0.015144075814552453,-0.10952703299047839,8,-0.5819244239948029,max3sat,higher,5,-0.047191478587962965,optimum_hit_rate,9,noiseless,selective,0.08109554547307406,3,1
22.579955660400042,7.472417024785144,8,1.5290577187153893,max3sat,lower,9,15.026186342592593,encoded_energy_mean,9,noiseless,selective,9.827089035734097,0,0
0.8284242853551298,0.6482828905707962,8,6.301148158733288,max3sat,lower,9,0.738353587962963,auxiliary_inconsistency_rate,9,noiseless,selective,0.11717762689639619,0,0
0.11598136019445485,-0.13310737292593677,8,-0.05284951495480211,max3sat,lower,4,-0.00856300636574097,original_objective_mean,9,realistic_high,selective,0.16202620540726273,0,5
0.0049869757831741985,-0.00035734615354456,8,0.6658746233729801,max3sat,higher,0,0.002314814814814819,optimum_hit_rate,9,realistic_high,selective,0.0034763523545756282,9,0
21.355443646947432,7.896021196802567,8,1.6705520894457289,max3sat,lower,9,14.625732421875,encoded_energy_mean,9,realistic_high,selective,8.755029259056304,0,0
0.8356268634957965,0.7137799652079072,8,9.774393396710247,max3sat,lower,9,0.7747034143518519,auxiliary_inconsistency_rate,9,realistic_high,selective,0.07925846473629684,0,0
0.3444836424661163,-0.045565095012413154,8,0.5890780136635323,max3sat,lower,8,0.14945927372685158,original_objective_mean,9,realistic_low,selective,0.25371728406115535,0,1
0.002121944870045452,-0.017620353434860268,8,-0.6034318410750555,max3sat,higher,3,-0.007749204282407408,optimum_hit_rate,9,realistic_low,selective,0.012841888271261365,6,0
21.704514692580858,7.7825548965395095,8,1.628058726494798,max3sat,lower,9,14.743534794560183,encoded_energy_mean,9,realistic_low,selective,9.055898632295001,0,0
0.8318595793185977,0.701361630172143,8,9.031085602988924,max3sat,lower,9,0.7666106047453703,auxiliary_inconsistency_rate,9,realistic_low,selective,0.08488576439710119,0,0
