auxiliary_inconsistency_rate,budget_key,encoded_energy_mean,family,instance_id,optimum_hit_rate,original_objective_mean,representation
0.0,equal_layer_p1,-2.716163893113196,cubic_spin_glass,inst_fb5096b47436e44ba8bef4d03307537a82350020c40b1ec2439a544f1ab23349,0.024631933729190713,-2.716163893113196,selective
0.0,equal_layer_p2,-2.693993967030849,cubic_spin_glass,inst_fb5096b47436e44ba8bef4d03307537a82350020c40b1ec2439a544f1ab23349,0.03071854618230445,-2.693993967030849,selective
0.0,equal_2q_budget_128,8.625,max3sat,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,0.078125,8.625,all_native
0.0,equal_2q_budget_256,3.4314086780628035,max3sat,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,0.25943729530342985,3.4314086780628035,all_native
0.0,equal_layer_p1,3.4314240378568557,max3sat,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,0.25923921083790485,3.4314240378568557,all_native
0.0,equal_layer_p2,6.141134362921092,max3sat,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,0.15649814715491972,6.141134362921092,all_native
0.7232323860206612,equal_2q_budget_128,25.32303731571841,max3sat,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,0.12944659223923258,6.933800225425432,fully_quadratized
0.7255581995985715,equal_2q_budget_256,24.316615139161048,max3sat,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,0.11427591837020147,6.612770895039766,fully_quadratized
0.7334059946905033,equal_layer_p1,27.237464408426295,max3sat,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,0.09837891545775844,7.161533333937645,fully_quadratized
0.7617384837325586,equal_layer_p2,29.06838837353936,max3sat,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,0.12419903094993212,7.6292453783139,fully_quadratized
0.7516037774421979,equal_2q_budget_128,17.428328973017436,max3sat,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,0.0775873105560633,8.49515149291666,matched_random_selective
0.6654691476345261,equal_2q_budget_256,14.134455813360471,max3sat,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,0.10796892498496999,6.925470635529959,matched_random_selective
0.6808995705868252,equal_layer_p1,14.66659230847613,max3sat,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,0.11954815643080141,7.212293667218174,matched_random_selective
0.6205942388651376,equal_layer_p2,12.674878919820346,max3sat,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,0.15409923279303905,6.051441524426387,matched_random_selective
0.7639125761484723,equal_2q_budget_128,25.443830105153108,max3sat,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,0.10682688758218552,7.6095486529316565,selective
0.7475805188653529,equal_2q_budget_256,23.97874232159934,max3sat,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,0.11219785284715227,7.650741416841697,selective
0.7590782199965594,equal_layer_p1,25.295064512461646,max3sat,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,0.13361656468852603,7.706515318830019,selective
0.7636906828563085,equal_layer_p2,23.907567998547943,max3sat,inst_6386a5a1674291c3376f16cf10c8a127d668fed887d3581704ddfab01214aa0f,0.1271997458971106,7.254505896777348,selective
0.0,equal_2q_budget_128,18.375,max3sat,inst_6d175f46adaeddca794682ee19d5e6aeba5357c0cdcd37b731fcaa351e5b2594,0.00390625,18.375,all_native
0.0,equal_2q_budget_256,15.268637840138291,max3sat,inst_6d175f46adaeddca794682ee19d5e6aeba5357c0cdcd37b731fcaa351e5b2594,0.015618206410909522,15.268637840138291,all_native
0.0,equal_layer_p1,16.506774585442567,max3sat,inst_6d175f46adaeddca794682ee19d5e6aeba5357c0cdcd37b731fcaa351e5b2594,0.0002115119145352822,16.506774585442567,all_native
0.0,equal_layer_p2,16.77903456119707,max3sat,inst_6d175f46adaeddca794682ee19d5e6aeba5357c0cdcd37b731fcaa351e5b2594,0.010188940450921473,16.77903456119707,all_native
0.7420024516888256,equal_2q_budget_128,43.53530068082347,max3sat,inst_6d175f46adaeddca794682ee19d5e6aeba5357c0cdcd37b731fcaa351e5b2594,0.0036827108317804345,17.186833721612274,fully_quadratized
