budget_key,ci95_high,ci95_low,ci_method,ci_status,ci_unit,contrast,depth_stratum,df,family,mean,metric,multiplicity,n_instances,representation,scope,sd,study,zero_depth_instance_count
equal_2q_budget_128,0.13009232752795627,-0.10397918578525661,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_independence,all_scheduled,6,cubic_spin_glass,0.013056570871349827,original_objective_mean,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,0.12654624500296574,original_e4,2
equal_2q_budget_128,10.644400161402666,-1.0821734371044016,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_independence,all_scheduled,6,cubic_spin_glass,4.781113362149132,encoded_energy_mean,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,6.339745638574545,original_e4,2
equal_2q_budget_128,0.009015584527856954,-0.0016782301460002429,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_independence,all_scheduled,6,cubic_spin_glass,0.0036686771909283556,optimum_hit_rate,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,0.005781404463017389,original_e4,2
equal_2q_budget_128,0.10106790186026068,-0.03679998632457465,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_independence,all_scheduled,6,cubic_spin_glass,0.032133957767843016,auxiliary_inconsistency_rate,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,0.0745356122551066,original_e4,2
equal_2q_budget_128,6.24641296148982e-16,-8.466859010740133e-16,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_independence,all_scheduled,6,cubic_spin_glass,-1.1102230246251565e-16,statevector_norm,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,7.954446457145965e-16,original_e4,2
equal_2q_budget_128,0.028654329257271793,-0.0844112295664388,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_original_only,all_scheduled,6,cubic_spin_glass,-0.027878450154583505,original_objective_mean,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,0.061126711686427394,original_e4,2
equal_2q_budget_128,2.869553742532492,-1.2772834252301335,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_original_only,all_scheduled,6,cubic_spin_glass,0.7961351586511795,encoded_energy_mean,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,2.2419074614897694,original_e4,2
equal_2q_budget_128,0.001893488470756698,-0.000513833240378843,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_original_only,all_scheduled,6,cubic_spin_glass,0.0006898276151889275,optimum_hit_rate,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,0.0013014720106101895,original_e4,2
equal_2q_budget_128,0.018692389125785074,-0.02129880058042919,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_original_only,all_scheduled,6,cubic_spin_glass,-0.0013032057273220574,auxiliary_inconsistency_rate,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,0.02162046469854221,original_e4,2
equal_2q_budget_128,1.1318147385257393e-16,-1.0648012092455652e-15,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_original_only,all_scheduled,6,cubic_spin_glass,-4.758098676964956e-16,statevector_norm,unadjusted_exploratory,7,fully_quadratized,all_designs_diagnostic,6.368535970676505e-16,original_e4,2
