budget_key,change_in_mean,ci95_high,ci95_low,ci_method,ci_status,ci_unit,contrast,depth_stratum,df,family,interpretation,mean,metric,multiplicity,n_instances,old_mean,representation,scope,sd,study,zero_depth_instance_count
equal_layer_p2,0.4071757229926113,,,two_sided_Student_t_95_df_n_minus_1,not_estimable,raw_instance,original_only_minus_cold,all_scheduled,0,cubic_spin_glass,unclear,0.7354787167193623,original_objective_mean,unadjusted_exploratory,1,0.328302993726751,selective,primary_selected_active_aux,,original_e4,0
equal_layer_p2,-0.012633323913624206,,,two_sided_Student_t_95_df_n_minus_1,not_estimable,raw_instance,pair_minus_cold,all_scheduled,0,cubic_spin_glass,unclear,-0.10413937709310872,original_objective_mean,unadjusted_exploratory,1,-0.09150605317948451,selective,primary_selected_active_aux,,original_e4,0
equal_layer_p2,-0.2291123049335974,,,two_sided_Student_t_95_df_n_minus_1,not_estimable,raw_instance,pair_minus_independence,all_scheduled,0,cubic_spin_glass,unclear,-0.2683625773455407,original_objective_mean,unadjusted_exploratory,1,-0.03925027241194329,selective,primary_selected_active_aux,,original_e4,0
equal_layer_p2,-0.4198090469062355,,,two_sided_Student_t_95_df_n_minus_1,not_estimable,raw_instance,pair_minus_original_only,all_scheduled,0,cubic_spin_glass,unclear,-0.839618093812471,original_objective_mean,unadjusted_exploratory,1,-0.4198090469062355,selective,primary_selected_active_aux,,original_e4,0
equal_2q_budget_128,0.0,0.46654232056143885,-2.0829684759181952,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,independence_minus_cold,all_scheduled,6,max3sat,unclear,-0.8082130776783781,original_objective_mean,unadjusted_exploratory,7,-0.8082130776783781,selective,primary_selected_active_aux,1.3783437946902282,original_e4,2
equal_2q_budget_128,0.0,0.6406043482140937,-1.9345775085665093,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,all_scheduled,6,max3sat,unclear,-0.6469865801762078,original_objective_mean,unadjusted_exploratory,7,-0.6469865801762078,selective,primary_selected_active_aux,1.392222357870983,original_e4,2
equal_2q_budget_128,0.0,0.6136431882830391,-1.9672864445645701,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_cold,all_scheduled,6,max3sat,unclear,-0.6768216281407655,original_objective_mean,unadjusted_exploratory,7,-0.6768216281407655,selective,primary_selected_active_aux,1.3953297820427755,original_e4,2
equal_2q_budget_128,0.0,0.5885040991163673,-0.32572120004114186,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_independence,all_scheduled,6,max3sat,unclear,0.13139144953761267,original_objective_mean,unadjusted_exploratory,7,0.13139144953761267,selective,primary_selected_active_aux,0.4942582591854642,original_e4,2
equal_2q_budget_128,0.0,0.04224150555810097,-0.10191160148721634,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_original_only,all_scheduled,6,max3sat,unclear,-0.029835047964557684,original_objective_mean,unadjusted_exploratory,7,-0.029835047964557684,selective,primary_selected_active_aux,0.07793359449804413,original_e4,2
equal_2q_budget_256,0.0,1.1209127094860176,-2.0343669041911028,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,independence_minus_cold,all_scheduled,6,max3sat,unclear,-0.45672709735254263,original_objective_mean,unadjusted_exploratory,7,-0.45672709735254263,selective,primary_selected_active_aux,1.7058410115499896,original_e4,0
equal_2q_budget_256,0.0,0.6316214427855918,-1.7950022781274781,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,all_scheduled,6,max3sat,unclear,-0.5816904176709431,original_objective_mean,unadjusted_exploratory,7,-0.5816904176709431,selective,primary_selected_active_aux,1.3119072695777698,original_e4,0
equal_2q_budget_256,0.0,0.635490666849808,-1.879166747396285,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_cold,all_scheduled,6,max3sat,unclear,-0.6218380402732385,original_objective_mean,unadjusted_exploratory,7,-0.6218380402732385,selective,primary_selected_active_aux,1.3595009864181857,original_e4,0
equal_2q_budget_256,0.0,0.4968458712746402,-0.8270677571160321,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_independence,all_scheduled,6,max3sat,unclear,-0.16511094292069592,original_objective_mean,unadjusted_exploratory,7,-0.16511094292069592,selective,primary_selected_active_aux,0.7157483454934978,original_e4,0
equal_2q_budget_256,0.0,0.18450116230727298,-0.2647964075118639,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_original_only,all_scheduled,6,max3sat,unclear,-0.040147622602295464,original_objective_mean,unadjusted_exploratory,7,-0.040147622602295464,selective,primary_selected_active_aux,0.2429040575881138,original_e4,0
equal_layer_p1,0.0,0.7678764564101995,-1.8723949965701596,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,independence_minus_cold,all_scheduled,6,max3sat,unclear,-0.5522592700799801,original_objective_mean,unadjusted_exploratory,7,-0.5522592700799801,selective,primary_selected_active_aux,1.4274117915241789,original_e4,0
equal_layer_p1,0.0,0.6402406256204738,-1.7634602648967033,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,all_scheduled,6,max3sat,unclear,-0.5616098196381147,original_objective_mean,unadjusted_exploratory,7,-0.5616098196381147,selective,primary_selected_active_aux,1.299514483841564,original_e4,0
equal_layer_p1,0.0,0.2654636854623167,-2.008888883311854,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_cold,all_scheduled,6,max3sat,unclear,-0.8717125989247687,original_objective_mean,unadjusted_exploratory,7,-0.8717125989247687,selective,primary_selected_active_aux,1.229584810715941,original_e4,0
equal_layer_p1,0.0,0.17173112560746973,-0.8106377832970468,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_independence,all_scheduled,6,max3sat,unclear,-0.31945332884478855,original_objective_mean,unadjusted_exploratory,7,-0.31945332884478855,selective,primary_selected_active_aux,0.5310987863063034,original_e4,0
equal_layer_p1,0.0,0.05114994854042243,-0.6713555071137303,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_original_only,all_scheduled,6,max3sat,unclear,-0.3101027792866539,original_objective_mean,unadjusted_exploratory,7,-0.3101027792866539,selective,primary_selected_active_aux,0.3906086268808206,original_e4,0
equal_layer_p2,0.0,0.38710010233803427,-2.035926985976977,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,independence_minus_cold,all_scheduled,6,max3sat,unclear,-0.8244134418194713,original_objective_mean,unadjusted_exploratory,7,-0.8244134418194713,selective,primary_selected_active_aux,1.309962819595381,original_e4,0
equal_layer_p2,0.0,0.6164203573789339,-1.7410794708767345,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,all_scheduled,6,max3sat,unclear,-0.5623295567489003,original_objective_mean,unadjusted_exploratory,7,-0.5623295567489003,selective,primary_selected_active_aux,1.2745367714254494,original_e4,0
equal_layer_p2,0.0,0.40775402904312263,-2.1540428189402787,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_cold,all_scheduled,6,max3sat,unclear,-0.8731443949485781,original_objective_mean,unadjusted_exploratory,7,-0.8731443949485781,selective,primary_selected_active_aux,1.3849860112577537,original_e4,0
equal_layer_p2,0.0,0.311706702831453,-0.40916860908966673,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_independence,all_scheduled,6,max3sat,unclear,-0.04873095312910688,original_objective_mean,unadjusted_exploratory,7,-0.04873095312910688,selective,primary_selected_active_aux,0.38972732114091885,original_e4,0
equal_layer_p2,0.0,-0.06538892055275985,-0.5562407558465958,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_original_only,all_scheduled,6,max3sat,lower_objective,-0.31081483819967787,original_objective_mean,unadjusted_exploratory,7,-0.31081483819967787,selective,primary_selected_active_aux,0.2653695690262488,original_e4,0
equal_layer_p1,0.11228935453845595,0.3689077537496073,-0.1785787958580735,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,independence_minus_cold,all_scheduled,9,cubic_spin_glass,unclear,0.09516447894576689,original_objective_mean,unadjusted_exploratory,10,-0.017124875592689055,selective,primary_selected_active_aux,0.38266671156602505,targeted,0
equal_layer_p1,-0.005967461217123937,0.3319404083016364,-0.12024681896205175,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,all_scheduled,9,cubic_spin_glass,unclear,0.10584679466979233,original_objective_mean,unadjusted_exploratory,10,0.11181425588691626,selective,primary_selected_active_aux,0.3160570782846622,targeted,0
equal_layer_p1,-0.013077095435809157,0.2600512041534221,-0.28060392923030664,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_cold,all_scheduled,9,cubic_spin_glass,unclear,-0.010276362538442297,original_objective_mean,unadjusted_exploratory,10,0.002800732897366859,selective,primary_selected_active_aux,0.37789188087176995,targeted,0
equal_layer_p1,-0.1253664499742651,0.10928488347839263,-0.32016656644681096,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_independence,all_scheduled,9,cubic_spin_glass,unclear,-0.10544084148420918,original_objective_mean,unadjusted_exploratory,10,0.019925608490055913,selective,primary_selected_active_aux,0.3001658656964266,targeted,0
equal_layer_p1,-0.007109634218685171,0.11195757871334441,-0.3442038931298136,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_original_only,all_scheduled,9,cubic_spin_glass,unclear,-0.1161231572082346,original_objective_mean,unadjusted_exploratory,10,-0.10901352298954943,selective,primary_selected_active_aux,0.31883488370339735,targeted,0
equal_layer_p2,0.027265536667837723,0.5579213511695621,-0.2698602528744186,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,independence_minus_cold,all_scheduled,9,cubic_spin_glass,unclear,0.1440305491475717,original_objective_mean,unadjusted_exploratory,10,0.11676501247973399,selective,primary_selected_active_aux,0.5785794455431779,targeted,0
equal_layer_p2,0.04150855465437983,0.4531388437802737,-0.09995256640390218,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,all_scheduled,9,cubic_spin_glass,unclear,0.17659313868818574,original_objective_mean,unadjusted_exploratory,10,0.1350845840338059,selective,primary_selected_active_aux,0.386584238977667,targeted,0
equal_layer_p2,0.03665167983434631,0.3302122696359324,-0.026279323557719475,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_cold,all_scheduled,9,cubic_spin_glass,unclear,0.15196647303910646,original_objective_mean,unadjusted_exploratory,10,0.11531479320476015,selective,primary_selected_active_aux,0.24917044220739715,targeted,0
equal_layer_p2,0.009386143166508586,0.30440902819511073,-0.28853718041204124,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_independence,all_scheduled,9,cubic_spin_glass,unclear,0.007935923891534729,original_objective_mean,unadjusted_exploratory,10,-0.0014502192749738575,selective,primary_selected_active_aux,0.41444082223724804,targeted,0
equal_layer_p2,-0.0048568748200335105,0.17872805293063881,-0.22798138422879738,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_original_only,all_scheduled,9,cubic_spin_glass,unclear,-0.024626665649079275,original_objective_mean,unadjusted_exploratory,10,-0.019769790829045765,selective,primary_selected_active_aux,0.28427029484504235,targeted,0
equal_layer_p1,-0.0521933343822889,-4.390420567061064,-9.317022336302925,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,independence_minus_cold,all_scheduled,9,max3sat,lower_objective,-6.853721451681994,original_objective_mean,unadjusted_exploratory,10,-6.801528117299705,selective,primary_selected_active_aux,3.443457194669126,targeted,0
equal_layer_p1,0.04699009350246541,-4.140233284068184,-9.08378136841594,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,all_scheduled,9,max3sat,lower_objective,-6.612007326242062,original_objective_mean,unadjusted_exploratory,10,-6.658997419744527,selective,primary_selected_active_aux,3.455301852185153,targeted,0
equal_layer_p1,-0.0416646137649499,-4.259885368332134,-9.262959401227977,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_cold,all_scheduled,9,max3sat,lower_objective,-6.761422384780056,original_objective_mean,unadjusted_exploratory,10,-6.719757771015106,selective,primary_selected_active_aux,3.4969076213133046,targeted,0
equal_layer_p1,0.010528720617340073,0.20156739037315113,-0.016969256569274532,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_independence,all_scheduled,9,max3sat,unclear,0.0922990669019383,original_objective_mean,unadjusted_exploratory,10,0.08177034628459823,selective,primary_selected_active_aux,0.1527465836412764,targeted,0
equal_layer_p1,-0.08865470726741408,-0.08017489078591765,-0.21865522629007217,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_original_only,all_scheduled,9,max3sat,lower_objective,-0.14941505853799492,original_objective_mean,unadjusted_exploratory,10,-0.06076035127058084,selective,primary_selected_active_aux,0.09679108033230711,targeted,0
equal_layer_p2,0.06348248553423108,-4.095307858920616,-9.04172486226755,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,independence_minus_cold,all_scheduled,9,max3sat,lower_objective,-6.568516360594083,original_objective_mean,unadjusted_exploratory,10,-6.631998846128314,selective,primary_selected_active_aux,3.4573070882954307,targeted,0
equal_layer_p2,0.09926358421712944,-3.777654473451658,-8.66623361405013,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,original_only_minus_cold,all_scheduled,9,max3sat,lower_objective,-6.221944043750894,original_objective_mean,unadjusted_exploratory,10,-6.321207627968024,selective,primary_selected_active_aux,3.416881209782396,targeted,0
equal_layer_p2,0.07550725388222279,-4.300280223202968,-9.142899163723387,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_cold,all_scheduled,9,max3sat,lower_objective,-6.721589693463177,original_objective_mean,unadjusted_exploratory,10,-6.7970969473454,selective,primary_selected_active_aux,3.384757245021274,targeted,0
equal_layer_p2,0.012024768347993209,0.3502164939496868,-0.6563631596878745,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_independence,all_scheduled,9,max3sat,unclear,-0.15307333286909386,original_objective_mean,unadjusted_exploratory,10,-0.16509810121708707,selective,primary_selected_active_aux,0.7035506648752748,targeted,0
equal_layer_p2,-0.02375633033490515,-0.12405608949856967,-0.8752352099259955,two_sided_Student_t_95_df_n_minus_1,estimated,raw_instance,pair_minus_original_only,all_scheduled,9,max3sat,lower_objective,-0.4996456497122826,original_objective_mean,unadjusted_exploratory,10,-0.47588931937737744,selective,primary_selected_active_aux,0.5250380014212306,targeted,0
