instance_id,candidate_id,topology,synthesis,seed,task_id,repetition,input_hash,semantic
max3sat_003,b5c63a411de67ca933bc59ad,line12,reuse,1729,aeafde402f25fccf47f9feb1,repeat_a,1bf3430110da9d929ebecc49e88c4740d43f764c3d7ab8f69658257593d147c8,False
max3sat_003,a9d86bd0e421ba0767ea9697,line12,reuse,1729,a879934f3365bb9311fe5d1a,repeat_a,6d099733a4bc58887e1589bfe63845dce3c6327b807d88f369c62214dacb3312,False
max3sat_003,b0f0b143de13971fb54b9cfc,line12,reuse,1729,d992108cd3671512051e8c2b,repeat_a,5b452d0a0566f11e480aff068572831684f7ccb5ba9e9b63684a1f39f9acc9db,False
max3sat_003,95c3d962d7beff525c5c6eaf,line12,reuse,1729,7b2d418259c88d296f561070,repeat_a,1c008ec34cedd3ea951f03e6ead418a832b0e716afb37e9bb60fa0c182dc5417,False
max3sat_003,9f4662ea2b1d423f3dd65ff3,line12,reuse,1729,a0aaed680be072d44a7d9be5,repeat_a,b88da1f8a9e6fc1fbd8afcf8e194deb1a019c91f2f8870549e4c96023247b3ff,False
max3sat_003,b243f1d702ca40b76d6e406a,line12,reuse,1729,e57fe0ed03caff45f203e1f8,repeat_a,dc3a8cf6f067ceb50d7179cddf4b43171f892e3979f6cebfd4f0641753344080,False
max3sat_003,b143875ce1971d5a14ed3f70,line12,reuse,1729,2bb2bb3c25358528fdb136dc,repeat_a,a0be96bd1105436d6d503fb5576d31b881ae4dacd99b16e48115ef4143ab54d3,False
max3sat_003,e6d3619390f51d211880dd8f,line12,reuse,1729,d237fa2032310fb633a8034e,repeat_a,6ff755cb09e175ee3294fb05e2e3900312f0ac4532b678b019e62bd2e604de9b,False
max3sat_003,8f56a01e0b6e43f95257b89b,line12,reuse,1729,09e4bb1e380a71e4c000e9e9,repeat_a,c186393f35d1a44716a30633b4459de4b2ec9756f3fb1de26eec9d3bf01f0665,False
max3sat_003,e19d3e91c6de679e0a22670d,line12,reuse,1729,133075e21bac6f525f1a266f,repeat_a,919a7c813c92cb8f1cb3ea1a0f2e4a4a6e3005ad4df05842cb428c45c63cf82e,False
max3sat_003,ce1f9bafce64bf72a0e49d6e,line12,reuse,1729,dcd414a19c4692a330fa1bbb,repeat_a,f32e1ca64a102c2e5d9655eb3c520e4e0013e1d0f44d55ccccc0bc9e77a0e863,False
max3sat_003,c096a5a956f60a012a2a949c,line12,reuse,1729,c4e69151f15a0f2b528aace9,repeat_a,ed6c9b63c995a676c56fcc9b537f314e18f2e4ade3b04a2b35039e776d9c42a3,False
max3sat_003,3d80efa99735132f07421d81,line12,reuse,1729,fe914626daba3e8d9b968b48,repeat_a,3afe3a75c4cc3ad36cad6420d2cf5fa0abd3134cfd046acd8b3475a66aeb7024,False
max3sat_003,1c5c64179b8476b5883a7a1f,line12,reuse,1729,f9bf7ffb18aed3bdba1821f6,repeat_a,fe539097f2b6f9fb92d92446c6454ab218a2fef9a95658b8b74cd709055b39fb,False
max3sat_003,3fdfccfc6fcc1effb6e3f2f7,line12,reuse,1729,4be0c20e14cb432a130c2509,repeat_a,810d10268500a2e46cbcdb242b87dc3fa815cb621d2e9f8cd59063a2ca064ee7,False
max3sat_003,80c05ed917748ff1aa3e481f,line12,reuse,1729,d7d44df1cb2c69e816dee5fd,repeat_a,ecf397561c4745ff0e4685c302372331bb6f915bc284a53009616bc6e9727169,False
max3sat_003,8310f62b580911e8a0e16474,line12,reuse,1729,88add9ccfa6351cf34dac839,repeat_a,2f80202fa5c2fd50e0668e4598db398fc439a1e07074517ffc616b6daef637a6,False
