family,instance_id,representation,routing_overhead,swap_count,topology_id,two_qubit_depth,two_qubit_gates
cubic_spin_glass,inst_70cd92fd1145b443443914cb7d2dd37eebe868cb4f6e2e0cd99cc6f5fceb49f1,fully_quadratized,0.0,0.0,all_to_all_reference,-22.0,46.0
cubic_spin_glass,inst_70cd92fd1145b443443914cb7d2dd37eebe868cb4f6e2e0cd99cc6f5fceb49f1,selective,0.0,0.0,all_to_all_reference,0.0,0.0
cubic_spin_glass,inst_70cd92fd1145b443443914cb7d2dd37eebe868cb4f6e2e0cd99cc6f5fceb49f1,matched_random_selective,0.0,0.0,all_to_all_reference,0.0,0.0
cubic_spin_glass,inst_7716434047cb9a3a78813351309803842d97d8ee66b37f8923c41d7969c1c58a,fully_quadratized,0.0,0.0,all_to_all_reference,-60.0,22.0
cubic_spin_glass,inst_7716434047cb9a3a78813351309803842d97d8ee66b37f8923c41d7969c1c58a,selective,0.0,0.0,all_to_all_reference,-31.0,12.0
cubic_spin_glass,inst_7716434047cb9a3a78813351309803842d97d8ee66b37f8923c41d7969c1c58a,matched_random_selective,0.0,0.0,all_to_all_reference,-8.599999999999994,29.599999999999994
cubic_spin_glass,inst_7c46ab9828c14c80ecbb7d6d499d693814b74054db5e4e07d7a39ee4b775bb50,fully_quadratized,0.0,0.0,all_to_all_reference,-46.0,32.0
cubic_spin_glass,inst_7c46ab9828c14c80ecbb7d6d499d693814b74054db5e4e07d7a39ee4b775bb50,selective,0.0,0.0,all_to_all_reference,-31.0,20.0
cubic_spin_glass,inst_7c46ab9828c14c80ecbb7d6d499d693814b74054db5e4e07d7a39ee4b775bb50,matched_random_selective,0.0,0.0,all_to_all_reference,2.4000000000000057,16.400000000000006
cubic_spin_glass,inst_7efab38b2e0155b0b8445fdfed32c7e06e3901e3e22e1d8f40f9b35350aa66a9,fully_quadratized,0.0,0.0,all_to_all_reference,-130.0,234.0
cubic_spin_glass,inst_7efab38b2e0155b0b8445fdfed32c7e06e3901e3e22e1d8f40f9b35350aa66a9,selective,0.0,0.0,all_to_all_reference,-23.0,18.0
cubic_spin_glass,inst_7efab38b2e0155b0b8445fdfed32c7e06e3901e3e22e1d8f40f9b35350aa66a9,matched_random_selective,0.0,0.0,all_to_all_reference,-3.4000000000000057,17.600000000000023
cubic_spin_glass,inst_7f7a436339b87b34cb27d5c721ed3c7eefb780ae1f65c12c15de9645b48ed437,fully_quadratized,0.0,0.0,all_to_all_reference,-28.0,114.0
cubic_spin_glass,inst_7f7a436339b87b34cb27d5c721ed3c7eefb780ae1f65c12c15de9645b48ed437,selective,0.0,0.0,all_to_all_reference,0.0,0.0
cubic_spin_glass,inst_7f7a436339b87b34cb27d5c721ed3c7eefb780ae1f65c12c15de9645b48ed437,matched_random_selective,0.0,0.0,all_to_all_reference,0.0,0.0
cubic_spin_glass,inst_7f90e24a78f8a26d1a801c170cc595d5d7669882dcba292c4b15aa6b53b3dacf,fully_quadratized,0.0,0.0,all_to_all_reference,-4.0,22.0
cubic_spin_glass,inst_7f90e24a78f8a26d1a801c170cc595d5d7669882dcba292c4b15aa6b53b3dacf,selective,0.0,0.0,all_to_all_reference,0.0,0.0
cubic_spin_glass,inst_7f90e24a78f8a26d1a801c170cc595d5d7669882dcba292c4b15aa6b53b3dacf,matched_random_selective,0.0,0.0,all_to_all_reference,0.0,0.0
